ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
2037;Projeto fictício 2037 - Saúde digital;PE;MG;2023-06-19;Pesquisa;5619167.55
2038;Projeto fictício 2038 - Energia limpa;MG;SP;2023-07-15;Concluído;2935682.06
2039;Projeto fictício 2039 - Agricultura;SP;MG;2021-06-30;Pesquisa;3047517.86
2040;Projeto fictício 2040 - Indústria 4.0;AC;DF;2023-10-25;Desenvolvimento;5653082.80
2041;Projeto fictício 2041 - Biotecnologia;GO;SP;2023-04-02;Pesquisa;3893052.33
2042;Projeto fictício 2042 - Biotecnologia;PE;RJ;2025-09-24;Desenvolvimento;4163987.57
2043;Projeto fictício 2043 - Biotecnologia;RS;SP;2022-05-09;Desenvolvimento;4647978.24
2044;Projeto fictício 2044 - Saúde digital;RJ;RS;2023-06-18;Validação;5450265.78
2045;Projeto fictício 2045 - Agricultura;AM;MG;2024-07-03;Validação;4736887.92
2046;Projeto fictício 2046 - Indústria 4.0;DF;BA;2025-06-10;Prototipagem;5465056.17
2047;Projeto fictício 2047 - Agricultura;PE;MG;2024-12-04;Concluído;4213955.75
2048;Projeto fictício 2048 - Energia limpa;AM;AM;2025-12-13;Prototipagem;5469689.79
2049;Projeto fictício 2049 - Energia limpa;GO;AM;2024-01-29;Concluído;1716433.29
2050;Projeto fictício 2050 - Energia limpa;AC;PR;2021-01-22;Prototipagem;2423382.68
2051;Projeto fictício 2051 - Energia limpa;BA;PE;2024-12-21;Pesquisa;146298.52
2052;Projeto fictício 2052 - Saúde digital;PR;RJ;2023-03-12;Desenvolvimento;5584429.20
2053;Projeto fictício 2053 - Saúde digital;AM;PR;2022-04-22;Validação;5770768.28
2054;Projeto fictício 2054 - Agricultura;AM;DF;2023-02-19;Prototipagem;2695130.23
2055;Projeto fictício 2055 - Agricultura;RJ;AM;2024-04-29;Pesquisa;2975250.00
2056;Projeto fictício 2056 - Biotecnologia;PE;RJ;2021-04-12;Validação;2592503.83
2057;Projeto fictício 2057 - Biotecnologia;PR;AC;2022-08-19;Prototipagem;1869039.09
2058;Projeto fictício 2058 - Energia limpa;RS;CE;2022-03-15;Prototipagem;5004602.70
2059;Projeto fictício 2059 - Indústria 4.0;BA;DF;2023-07-21;Prototipagem;5379396.40
2060;Projeto fictício 2060 - Saúde digital;SP;MG;2023-06-07;Validação;5694081.47
2061;Projeto fictício 2061 - Agricultura;PR;PE;2021-07-16;Concluído;2292782.17
2062;Projeto fictício 2062 - Biotecnologia;PR;DF;2022-10-20;Pesquisa;4823864.00
2063;Projeto fictício 2063 - Biotecnologia;RJ;AC;2021-02-02;Validação;3657706.52
2064;Projeto fictício 2064 - Saúde digital;SP;DF;2024-01-01;Validação;3298249.58
2065;Projeto fictício 2065 - Indústria 4.0;BA;PE;2022-11-19;Desenvolvimento;1654444.41
2066;Projeto fictício 2066 - Indústria 4.0;GO;RS;2023-08-04;Concluído;1132314.23
2067;Projeto fictício 2067 - Indústria 4.0;PE;PE;2026-08-14;Pesquisa;5763639.49
2068;Projeto fictício 2068 - Indústria 4.0;AM;MG;2022-12-19;Validação;590481.31
2069;Projeto fictício 2069 - Indústria 4.0;MG;RS;2022-06-07;Prototipagem;482299.62
2070;Projeto fictício 2070 - Agricultura;CE;GO;2025-08-14;Validação;4979179.04
2071;Projeto fictício 2071 - Biotecnologia;BA;RS;2026-08-25;Prototipagem;3155310.70
2072;Projeto fictício 2072 - Biotecnologia;RS;SP;2022-03-10;Validação;3102132.68
2073;Projeto fictício 2073 - Biotecnologia;AC;PR;2021-07-25;Prototipagem;1146753.07
2074;Projeto fictício 2074 - Agricultura;PR;AC;2024-04-01;Desenvolvimento;870039.07
2075;Projeto fictício 2075 - Saúde digital;MG;MG;2026-08-11;Concluído;4269349.16
2076;Projeto fictício 2076 - Saúde digital;RJ;GO;2021-10-19;Desenvolvimento;1059221.48
2077;Projeto fictício 2077 - Indústria 4.0;PR;CE;2025-05-25;Desenvolvimento;1480890.69
2078;Projeto fictício 2078 - Indústria 4.0;MG;PR;2023-08-06;Validação;1480459.76
2079;Projeto fictício 2079 - Energia limpa;MG;RS;2023-07-11;Validação;1279684.63
2080;Projeto fictício 2080 - Agricultura;RS;RS;2025-01-12;Desenvolvimento;4738948.44
2081;Projeto fictício 2081 - Energia limpa;PE;RJ;2024-08-25;Desenvolvimento;1253965.88
2082;Projeto fictício 2082 - Biotecnologia;AC;CE;2025-11-30;Desenvolvimento;4703010.68
2083;Projeto fictício 2083 - Indústria 4.0;BA;MG;2024-05-05;Concluído;4437126.45
2084;Projeto fictício 2084 - Indústria 4.0;SP;GO;2022-01-22;Concluído;1395046.89
2085;Projeto fictício 2085 - Agricultura;GO;PE;2023-11-28;Pesquisa;5609257.45
2086;Projeto fictício 2086 - Biotecnologia;PE;AC;2026-08-28;Validação;4327047.99
2087;Projeto fictício 2087 - Energia limpa;AM;DF;2023-05-10;Prototipagem;4572103.03
2088;Projeto fictício 2088 - Indústria 4.0;AC;BA;2026-09-13;Prototipagem;2054566.30
2089;Projeto fictício 2089 - Indústria 4.0;AM;PE;2022-02-16;Concluído;3961137.57
2090;Projeto fictício 2090 - Indústria 4.0;DF;PR;2026-01-03;Concluído;4883748.64
2091;Projeto fictício 2091 - Indústria 4.0;RJ;RS;2026-05-13;Validação;1343133.65
2092;Projeto fictício 2092 - Saúde digital;RJ;AC;2024-11-11;Validação;2394487.56
2093;Projeto fictício 2093 - Saúde digital;DF;PR;2022-08-25;Validação;2940893.69
2094;Projeto fictício 2094 - Indústria 4.0;DF;SP;2021-11-21;Desenvolvimento;1048434.62
2095;Projeto fictício 2095 - Agricultura;PR;AM;2021-07-01;Prototipagem;5135107.67
2096;Projeto fictício 2096 - Saúde digital;SP;PR;2025-07-01;Concluído;1165311.54
2097;Projeto fictício 2097 - Saúde digital;PE;PR;2025-07-03;Concluído;4381436.83
2098;Projeto fictício 2098 - Indústria 4.0;MG;GO;2025-03-01;Pesquisa;1050324.92
2099;Projeto fictício 2099 - Agricultura;AC;MG;2024-02-27;Desenvolvimento;1578835.59
2100;Projeto fictício 2100 - Saúde digital;PR;GO;2024-04-09;Validação;5226134.47
2101;Projeto fictício 2101 - Agricultura;AM;RS;2024-04-07;Prototipagem;4848645.07
2102;Projeto fictício 2102 - Indústria 4.0;GO;CE;2021-12-18;Prototipagem;5476044.82
2103;Projeto fictício 2103 - Biotecnologia;SP;RJ;2021-12-04;Desenvolvimento;4424037.80
2104;Projeto fictício 2104 - Energia limpa;RS;AC;2023-10-23;Concluído;3298389.76
2105;Projeto fictício 2105 - Saúde digital;PE;DF;2025-01-05;Concluído;4158617.53
2106;Projeto fictício 2106 - Energia limpa;RS;GO;2025-08-04;Concluído;1709707.78
2107;Projeto fictício 2107 - Indústria 4.0;MG;AC;2023-01-15;Pesquisa;2218399.84
2108;Projeto fictício 2108 - Agricultura;MG;MG;2024-02-28;Desenvolvimento;2400961.41
2109;Projeto fictício 2109 - Energia limpa;BA;GO;2023-02-25;Prototipagem;2291740.17
2110;Projeto fictício 2110 - Energia limpa;CE;RS;2021-10-27;Desenvolvimento;5561450.41
2111;Projeto fictício 2111 - Biotecnologia;CE;RS;2024-05-10;Desenvolvimento;3322645.46
2112;Projeto fictício 2112 - Saúde digital;RS;CE;2024-10-04;Concluído;4403604.25
2113;Projeto fictício 2113 - Saúde digital;PE;AM;2022-02-03;Desenvolvimento;4348371.60
2114;Projeto fictício 2114 - Saúde digital;AM;PR;2026-04-19;Concluído;4398356.32
2115;Projeto fictício 2115 - Biotecnologia;PE;PE;2021-10-27;Validação;3003627.37
2116;Projeto fictício 2116 - Agricultura;BA;AM;2021-07-10;Prototipagem;5020875.46
2117;Projeto fictício 2117 - Biotecnologia;SP;GO;2026-07-13;Prototipagem;410746.47
2118;Projeto fictício 2118 - Energia limpa;BA;RJ;2022-10-07;Concluído;4003498.85
2119;Projeto fictício 2119 - Biotecnologia;CE;AC;2026-08-11;Desenvolvimento;1696297.92
2120;Projeto fictício 2120 - Agricultura;PE;SP;2022-09-17;Concluído;4937684.31
2121;Projeto fictício 2121 - Saúde digital;CE;RJ;2022-09-12;Prototipagem;1163370.41
2122;Projeto fictício 2122 - Indústria 4.0;BA;MG;2024-02-18;Validação;4502650.63
2123;Projeto fictício 2123 - Biotecnologia;GO;PE;2025-10-25;Prototipagem;968370.55
2124;Projeto fictício 2124 - Agricultura;PE;RS;2022-04-07;Prototipagem;1552288.80
2125;Projeto fictício 2125 - Indústria 4.0;DF;MG;2025-02-13;Prototipagem;3506761.97
2126;Projeto fictício 2126 - Energia limpa;PE;PR;2022-02-25;Validação;4271294.55
2127;Projeto fictício 2127 - Biotecnologia;PE;AC;2022-02-20;Prototipagem;4589083.26
2128;Projeto fictício 2128 - Energia limpa;PR;AM;2022-04-07;Validação;1965283.01
2129;Projeto fictício 2129 - Indústria 4.0;CE;RS;2024-09-12;Pesquisa;2232944.28
2130;Projeto fictício 2130 - Saúde digital;RJ;RS;2022-03-09;Prototipagem;1003951.33
2131;Projeto fictício 2131 - Energia limpa;CE;CE;2025-04-19;Pesquisa;654569.42
2132;Projeto fictício 2132 - Indústria 4.0;AC;AM;2023-06-17;Prototipagem;5218037.94
2133;Projeto fictício 2133 - Biotecnologia;SP;RS;2021-06-07;Pesquisa;1925493.77
2134;Projeto fictício 2134 - Agricultura;CE;RJ;2023-04-30;Desenvolvimento;298529.01
2135;Projeto fictício 2135 - Agricultura;DF;GO;2022-03-18;Validação;5096533.10
2136;Projeto fictício 2136 - Agricultura;BA;RS;2022-09-20;Pesquisa;4109247.91
2137;Projeto fictício 2137 - Indústria 4.0;RJ;MG;2022-08-24;Prototipagem;1722439.95
2138;Projeto fictício 2138 - Agricultura;AM;MG;2021-02-03;Prototipagem;3968101.32
2139;Projeto fictício 2139 - Agricultura;AM;RJ;2021-07-11;Pesquisa;432914.66
2140;Projeto fictício 2140 - Agricultura;AC;AM;2025-09-01;Pesquisa;5688205.88
2141;Projeto fictício 2141 - Energia limpa;MG;BA;2025-12-25;Concluído;3134925.00
2142;Projeto fictício 2142 - Saúde digital;DF;MG;2026-02-17;Pesquisa;1616049.08
2143;Projeto fictício 2143 - Saúde digital;AM;SP;2021-03-29;Desenvolvimento;2699597.65
2144;Projeto fictício 2144 - Agricultura;AC;MG;2025-02-10;Pesquisa;5669744.58
2145;Projeto fictício 2145 - Agricultura;BA;PR;2023-04-01;Desenvolvimento;1800978.57
2146;Projeto fictício 2146 - Saúde digital;RJ;GO;2024-09-05;Prototipagem;4799094.90
2147;Projeto fictício 2147 - Energia limpa;GO;CE;2025-12-24;Pesquisa;1026040.76
2148;Projeto fictício 2148 - Indústria 4.0;GO;SP;2021-09-12;Concluído;238164.82
2149;Projeto fictício 2149 - Energia limpa;AC;RJ;2026-03-19;Concluído;1129197.02
2150;Projeto fictício 2150 - Energia limpa;DF;RJ;2026-03-30;Pesquisa;2616696.18
2151;Projeto fictício 2151 - Saúde digital;PE;RS;2021-12-20;Pesquisa;535049.45
2152;Projeto fictício 2152 - Indústria 4.0;BA;RJ;2022-01-20;Validação;3127796.70
2153;Projeto fictício 2153 - Energia limpa;DF;RS;2021-01-10;Validação;4333289.30
2154;Projeto fictício 2154 - Saúde digital;PR;CE;2022-12-02;Prototipagem;4159132.12
2155;Projeto fictício 2155 - Saúde digital;PE;AM;2024-03-04;Concluído;5938696.20
2156;Projeto fictício 2156 - Energia limpa;AC;AC;2026-02-03;Prototipagem;4965868.93
2157;Projeto fictício 2157 - Agricultura;RJ;CE;2021-01-30;Prototipagem;2401659.72
2158;Projeto fictício 2158 - Indústria 4.0;CE;BA;2024-06-23;Validação;4158958.27
2159;Projeto fictício 2159 - Energia limpa;AC;GO;2025-10-12;Prototipagem;3734724.83
2160;Projeto fictício 2160 - Energia limpa;CE;PE;2025-12-31;Pesquisa;4648668.39
2161;Projeto fictício 2161 - Energia limpa;CE;DF;2025-08-24;Validação;4656228.33
2162;Projeto fictício 2162 - Agricultura;DF;RJ;2024-03-05;Prototipagem;638574.82
2163;Projeto fictício 2163 - Biotecnologia;RS;PR;2022-11-11;Concluído;5017436.99
2164;Projeto fictício 2164 - Indústria 4.0;CE;PR;2024-06-14;Concluído;4658980.65
2165;Projeto fictício 2165 - Saúde digital;RJ;AC;2022-09-07;Validação;3155878.73
2166;Projeto fictício 2166 - Biotecnologia;SP;AC;2022-08-21;Pesquisa;1100839.62
2167;Projeto fictício 2167 - Saúde digital;BA;PE;2021-09-04;Prototipagem;4888120.76
2168;Projeto fictício 2168 - Agricultura;AC;AM;2023-08-26;Pesquisa;2953020.67
2169;Projeto fictício 2169 - Agricultura;DF;MG;2021-06-21;Concluído;1817179.67
2170;Projeto fictício 2170 - Energia limpa;SP;GO;2022-08-03;Prototipagem;415386.08
2171;Projeto fictício 2171 - Agricultura;SP;BA;2023-05-26;Prototipagem;3704725.35
2172;Projeto fictício 2172 - Biotecnologia;SP;DF;2022-05-09;Validação;2302628.24
2173;Projeto fictício 2173 - Biotecnologia;PE;MG;2021-09-06;Validação;5045008.15
2174;Projeto fictício 2174 - Indústria 4.0;GO;BA;2026-09-09;Concluído;3844157.12
2175;Projeto fictício 2175 - Energia limpa;MG;MG;2026-06-29;Pesquisa;2195890.02
2176;Projeto fictício 2176 - Saúde digital;SP;PE;2021-08-17;Validação;4011153.95
2177;Projeto fictício 2177 - Biotecnologia;SP;DF;2025-02-15;Pesquisa;5177345.32
2178;Projeto fictício 2178 - Indústria 4.0;AM;PR;2021-08-19;Concluído;196183.95
2179;Projeto fictício 2179 - Agricultura;MG;AC;2021-05-16;Desenvolvimento;5604151.06
2180;Projeto fictício 2180 - Saúde digital;RS;DF;2022-01-16;Validação;4204816.09
2181;Projeto fictício 2181 - Biotecnologia;MG;GO;2026-06-18;Desenvolvimento;1052563.04
2182;Projeto fictício 2182 - Indústria 4.0;SP;PR;2023-01-09;Pesquisa;5075785.51
2183;Projeto fictício 2183 - Indústria 4.0;PR;AC;2023-01-24;Prototipagem;5611297.62
2184;Projeto fictício 2184 - Agricultura;BA;BA;2021-03-18;Concluído;406526.09
2185;Projeto fictício 2185 - Saúde digital;MG;PE;2023-05-28;Concluído;2417466.13
2186;Projeto fictício 2186 - Saúde digital;BA;DF;2024-10-12;Desenvolvimento;3364607.70
2187;Projeto fictício 2187 - Energia limpa;DF;RS;2023-04-23;Desenvolvimento;4592646.14
2188;Projeto fictício 2188 - Saúde digital;DF;AC;2023-01-16;Concluído;1216146.18
2189;Projeto fictício 2189 - Agricultura;DF;MG;2022-07-26;Concluído;4384543.91
2190;Projeto fictício 2190 - Indústria 4.0;BA;GO;2024-05-30;Prototipagem;4727532.35
2191;Projeto fictício 2191 - Indústria 4.0;PE;RJ;2025-03-30;Desenvolvimento;555476.86
2192;Projeto fictício 2192 - Indústria 4.0;BA;GO;2026-06-23;Pesquisa;5609090.02
2193;Projeto fictício 2193 - Biotecnologia;SP;BA;2022-02-13;Prototipagem;4156089.64
2194;Projeto fictício 2194 - Energia limpa;SP;DF;2021-02-12;Desenvolvimento;4702487.16
2195;Projeto fictício 2195 - Saúde digital;PR;DF;2026-09-11;Concluído;4353924.09
2196;Projeto fictício 2196 - Energia limpa;CE;PR;2024-04-17;Pesquisa;5528014.41
2197;Projeto fictício 2197 - Energia limpa;MG;CE;2021-05-11;Desenvolvimento;3000219.12
2198;Projeto fictício 2198 - Indústria 4.0;RS;AC;2026-08-30;Concluído;636215.24
2199;Projeto fictício 2199 - Energia limpa;CE;RS;2021-12-26;Concluído;821475.39
2200;Projeto fictício 2200 - Indústria 4.0;MG;RJ;2025-07-01;Validação;150879.16
2201;Projeto fictício 2201 - Saúde digital;SP;GO;2023-09-19;Validação;663242.88
2202;Projeto fictício 2202 - Biotecnologia;PE;CE;2025-08-07;Pesquisa;2353175.73
2203;Projeto fictício 2203 - Saúde digital;CE;RS;2025-03-05;Validação;5427199.07
2204;Projeto fictício 2204 - Energia limpa;RS;DF;2025-04-25;Validação;5079365.02
2205;Projeto fictício 2205 - Agricultura;MG;RS;2024-09-30;Concluído;985524.81
2206;Projeto fictício 2206 - Indústria 4.0;PR;PE;2025-04-20;Concluído;1769193.53
2207;Projeto fictício 2207 - Energia limpa;BA;SP;2022-01-20;Concluído;1402451.58
2208;Projeto fictício 2208 - Agricultura;RS;PE;2024-02-23;Validação;2186262.26
2209;Projeto fictício 2209 - Biotecnologia;RS;AM;2021-11-26;Pesquisa;1983460.52
2210;Projeto fictício 2210 - Agricultura;RS;AC;2024-08-13;Pesquisa;2405238.16
2211;Projeto fictício 2211 - Energia limpa;PR;AM;2026-05-21;Prototipagem;4967823.87
2212;Projeto fictício 2212 - Agricultura;RJ;CE;2021-12-08;Concluído;278309.75
2213;Projeto fictício 2213 - Biotecnologia;CE;PE;2024-08-19;Desenvolvimento;5592178.67
2214;Projeto fictício 2214 - Agricultura;AC;DF;2024-04-21;Validação;2506513.49
2215;Projeto fictício 2215 - Saúde digital;CE;BA;2025-01-25;Validação;2950864.33
2216;Projeto fictício 2216 - Biotecnologia;MG;RJ;2023-11-04;Validação;4402529.06
2217;Projeto fictício 2217 - Energia limpa;SP;PR;2026-06-24;Prototipagem;3116116.75
2218;Projeto fictício 2218 - Energia limpa;MG;MG;2026-02-11;Desenvolvimento;3084654.35
2219;Projeto fictício 2219 - Energia limpa;PE;BA;2021-11-06;Pesquisa;5887612.48
2220;Projeto fictício 2220 - Energia limpa;PR;PR;2024-04-26;Desenvolvimento;947293.02
2221;Projeto fictício 2221 - Saúde digital;GO;PR;2021-01-28;Desenvolvimento;5888690.41
2222;Projeto fictício 2222 - Agricultura;BA;BA;2024-12-31;Validação;1564714.16
2223;Projeto fictício 2223 - Biotecnologia;AC;AC;2025-03-20;Validação;5114586.91
2224;Projeto fictício 2224 - Saúde digital;DF;PE;2022-03-10;Desenvolvimento;4279526.18
2225;Projeto fictício 2225 - Agricultura;MG;AC;2025-02-22;Pesquisa;2614626.07
2226;Projeto fictício 2226 - Indústria 4.0;CE;AC;2024-08-25;Prototipagem;2714937.36
2227;Projeto fictício 2227 - Indústria 4.0;RS;CE;2021-08-02;Concluído;3156181.89
2228;Projeto fictício 2228 - Energia limpa;RJ;AM;2022-10-22;Concluído;3258333.63
2229;Projeto fictício 2229 - Saúde digital;MG;SP;2024-05-16;Prototipagem;2474385.52
2230;Projeto fictício 2230 - Biotecnologia;RJ;AM;2021-05-17;Prototipagem;1816689.41
2231;Projeto fictício 2231 - Agricultura;MG;AM;2026-09-04;Prototipagem;5532681.40
2232;Projeto fictício 2232 - Agricultura;AC;AM;2021-09-18;Pesquisa;4761944.82
2233;Projeto fictício 2233 - Energia limpa;PR;AM;2024-07-31;Desenvolvimento;3219557.51
2234;Projeto fictício 2234 - Indústria 4.0;AM;DF;2023-07-10;Concluído;113261.14
2235;Projeto fictício 2235 - Energia limpa;RJ;MG;2025-01-31;Desenvolvimento;1777858.64
2236;Projeto fictício 2236 - Saúde digital;PE;RJ;2021-05-12;Prototipagem;2432643.86
2237;Projeto fictício 2237 - Saúde digital;SP;AC;2021-07-29;Validação;3141244.01
2238;Projeto fictício 2238 - Saúde digital;RJ;BA;2023-02-27;Concluído;5502031.57
2239;Projeto fictício 2239 - Energia limpa;PE;CE;2021-04-20;Desenvolvimento;325331.26
2240;Projeto fictício 2240 - Saúde digital;AC;MG;2021-01-20;Prototipagem;4113958.83
2241;Projeto fictício 2241 - Energia limpa;CE;PR;2024-01-27;Prototipagem;279158.39
2242;Projeto fictício 2242 - Saúde digital;GO;CE;2026-02-19;Concluído;1847099.50
2243;Projeto fictício 2243 - Agricultura;RS;SP;2023-02-18;Concluído;767504.05
2244;Projeto fictício 2244 - Agricultura;AC;PE;2025-09-08;Concluído;4757365.56
2245;Projeto fictício 2245 - Saúde digital;BA;SP;2024-05-06;Prototipagem;5075129.52
2246;Projeto fictício 2246 - Agricultura;AM;MG;2023-11-18;Prototipagem;5214387.29
2247;Projeto fictício 2247 - Biotecnologia;AC;BA;2021-08-05;Pesquisa;3434087.67
2248;Projeto fictício 2248 - Saúde digital;BA;GO;2026-09-22;Prototipagem;715904.17
2249;Projeto fictício 2249 - Agricultura;PR;SP;2026-07-25;Validação;908860.52
2250;Projeto fictício 2250 - Saúde digital;CE;BA;2026-01-30;Desenvolvimento;3108008.20
2251;Projeto fictício 2251 - Indústria 4.0;CE;AC;2025-04-27;Concluído;3367084.80
2252;Projeto fictício 2252 - Biotecnologia;AM;DF;2021-08-11;Prototipagem;1892779.75
2253;Projeto fictício 2253 - Indústria 4.0;MG;GO;2023-07-07;Validação;5010354.47
2254;Projeto fictício 2254 - Biotecnologia;AM;RJ;2022-11-07;Prototipagem;2233029.66
2255;Projeto fictício 2255 - Saúde digital;AC;AC;2025-01-05;Prototipagem;3457066.68
2256;Projeto fictício 2256 - Biotecnologia;RS;DF;2023-02-15;Prototipagem;1846024.84
2257;Projeto fictício 2257 - Biotecnologia;PE;PE;2025-09-03;Validação;1171520.44
2258;Projeto fictício 2258 - Energia limpa;DF;AM;2022-03-09;Validação;940484.35
2259;Projeto fictício 2259 - Biotecnologia;MG;AC;2025-12-05;Validação;5059768.61
2260;Projeto fictício 2260 - Agricultura;GO;CE;2021-12-14;Desenvolvimento;5193469.20
2261;Projeto fictício 2261 - Agricultura;RJ;MG;2025-05-25;Concluído;3060219.84
2262;Projeto fictício 2262 - Saúde digital;GO;RJ;2023-08-01;Prototipagem;1903371.46
2263;Projeto fictício 2263 - Indústria 4.0;GO;RJ;2021-11-30;Concluído;162979.71
2264;Projeto fictício 2264 - Agricultura;CE;MG;2021-11-16;Validação;3863843.58
2265;Projeto fictício 2265 - Energia limpa;AM;CE;2022-11-20;Pesquisa;824905.58
2266;Projeto fictício 2266 - Energia limpa;DF;AM;2023-09-06;Pesquisa;3460379.06
2267;Projeto fictício 2267 - Agricultura;PR;MG;2022-06-15;Concluído;3800484.73
2268;Projeto fictício 2268 - Energia limpa;DF;PR;2026-03-29;Validação;2080766.80
2269;Projeto fictício 2269 - Agricultura;GO;RS;2024-02-11;Validação;1354934.84
2270;Projeto fictício 2270 - Agricultura;AM;CE;2022-07-19;Desenvolvimento;55933.91
2271;Projeto fictício 2271 - Saúde digital;CE;AM;2025-06-09;Validação;2716466.51
2272;Projeto fictício 2272 - Biotecnologia;CE;MG;2024-04-09;Desenvolvimento;1080659.30
2273;Projeto fictício 2273 - Agricultura;DF;PR;2026-02-24;Prototipagem;1926064.95
2274;Projeto fictício 2274 - Energia limpa;AC;MG;2025-07-06;Pesquisa;3028639.85
2275;Projeto fictício 2275 - Energia limpa;RS;AC;2022-02-04;Concluído;3578171.46
2276;Projeto fictício 2276 - Saúde digital;CE;PR;2022-08-19;Desenvolvimento;1784229.85
2277;Projeto fictício 2277 - Indústria 4.0;CE;RJ;2023-09-06;Pesquisa;42706.20
2278;Projeto fictício 2278 - Energia limpa;BA;MG;2026-04-16;Concluído;3739516.36
2279;Projeto fictício 2279 - Biotecnologia;PR;MG;2021-08-18;Pesquisa;4167304.99
2280;Projeto fictício 2280 - Saúde digital;CE;RS;2024-06-21;Concluído;5074406.49
2281;Projeto fictício 2281 - Biotecnologia;AC;PE;2021-07-23;Prototipagem;312176.72
2282;Projeto fictício 2282 - Indústria 4.0;MG;CE;2024-02-17;Pesquisa;129587.89
2283;Projeto fictício 2283 - Biotecnologia;DF;CE;2026-08-05;Desenvolvimento;5072772.12
2284;Projeto fictício 2284 - Saúde digital;MG;RS;2022-10-12;Pesquisa;822397.05
2285;Projeto fictício 2285 - Energia limpa;DF;AM;2022-04-03;Concluído;3481887.82
2286;Projeto fictício 2286 - Energia limpa;PE;PR;2026-05-21;Concluído;4417127.40
2287;Projeto fictício 2287 - Saúde digital;RJ;AC;2024-01-21;Prototipagem;4319293.66
2288;Projeto fictício 2288 - Biotecnologia;AM;DF;2022-01-13;Pesquisa;3868988.40
2289;Projeto fictício 2289 - Energia limpa;DF;AC;2022-09-08;Pesquisa;3487277.10
2290;Projeto fictício 2290 - Agricultura;PR;PE;2025-12-15;Pesquisa;2840257.31
2291;Projeto fictício 2291 - Agricultura;PE;CE;2022-03-23;Prototipagem;3775214.47
2292;Projeto fictício 2292 - Agricultura;DF;RJ;2022-07-25;Concluído;81372.94
2293;Projeto fictício 2293 - Biotecnologia;CE;CE;2022-11-22;Validação;5177020.35
2294;Projeto fictício 2294 - Energia limpa;PE;RJ;2025-01-30;Concluído;5177091.52
2295;Projeto fictício 2295 - Indústria 4.0;DF;CE;2026-08-11;Pesquisa;869397.23
2296;Projeto fictício 2296 - Agricultura;RS;BA;2022-10-03;Concluído;5431344.90
2297;Projeto fictício 2297 - Indústria 4.0;SP;AC;2026-05-30;Prototipagem;3324755.04
2298;Projeto fictício 2298 - Agricultura;DF;RS;2022-03-11;Concluído;4560883.50
2299;Projeto fictício 2299 - Saúde digital;GO;PR;2024-11-13;Validação;3715905.36
2300;Projeto fictício 2300 - Indústria 4.0;DF;AC;2021-12-21;Prototipagem;5557742.62
2301;Projeto fictício 2301 - Biotecnologia;GO;PE;2024-07-12;Pesquisa;3346048.37
2302;Projeto fictício 2302 - Saúde digital;CE;DF;2021-02-15;Validação;3484823.80
2303;Projeto fictício 2303 - Agricultura;BA;PR;2022-12-04;Pesquisa;3275353.87
2304;Projeto fictício 2304 - Saúde digital;GO;PR;2024-08-15;Prototipagem;1178708.93
2305;Projeto fictício 2305 - Indústria 4.0;AC;BA;2026-02-12;Prototipagem;1424506.37
2306;Projeto fictício 2306 - Biotecnologia;PE;AC;2025-11-10;Desenvolvimento;5632265.68
2307;Projeto fictício 2307 - Saúde digital;PR;AM;2024-06-09;Concluído;1142466.60
2308;Projeto fictício 2308 - Energia limpa;RS;PE;2021-03-13;Concluído;4641020.32
2309;Projeto fictício 2309 - Energia limpa;AC;RJ;2026-01-25;Validação;2525004.19
2310;Projeto fictício 2310 - Biotecnologia;AC;RJ;2022-12-25;Concluído;1415070.77
2311;Projeto fictício 2311 - Saúde digital;BA;GO;2026-08-07;Validação;601357.93
2312;Projeto fictício 2312 - Indústria 4.0;RJ;PE;2023-02-03;Pesquisa;4965084.53
2313;Projeto fictício 2313 - Indústria 4.0;SP;CE;2022-07-22;Pesquisa;1683480.28
2314;Projeto fictício 2314 - Energia limpa;RS;AM;2022-11-24;Pesquisa;558164.71
2315;Projeto fictício 2315 - Energia limpa;MG;BA;2021-01-20;Pesquisa;4951637.19
2316;Projeto fictício 2316 - Agricultura;GO;BA;2024-05-23;Prototipagem;3253807.36
2317;Projeto fictício 2317 - Energia limpa;PE;GO;2021-11-28;Validação;3917735.64
2318;Projeto fictício 2318 - Agricultura;SP;SP;2023-02-28;Prototipagem;1473843.77
2319;Projeto fictício 2319 - Biotecnologia;GO;AC;2021-04-19;Validação;1524620.01
2320;Projeto fictício 2320 - Energia limpa;BA;DF;2021-03-22;Desenvolvimento;874445.35
2321;Projeto fictício 2321 - Indústria 4.0;CE;AM;2022-12-04;Pesquisa;1280015.43
2322;Projeto fictício 2322 - Indústria 4.0;MG;RS;2025-11-12;Prototipagem;2384412.61
2323;Projeto fictício 2323 - Saúde digital;BA;BA;2023-05-06;Concluído;105788.34
2324;Projeto fictício 2324 - Saúde digital;AM;AC;2023-09-04;Pesquisa;992231.12
2325;Projeto fictício 2325 - Agricultura;RS;DF;2025-11-20;Concluído;4981147.90
2326;Projeto fictício 2326 - Biotecnologia;RS;PR;2025-08-19;Concluído;2584526.94
2327;Projeto fictício 2327 - Indústria 4.0;GO;BA;2024-03-08;Concluído;1157922.61
2328;Projeto fictício 2328 - Indústria 4.0;RJ;GO;2021-10-17;Validação;230806.18
2329;Projeto fictício 2329 - Biotecnologia;BA;PR;2025-07-09;Validação;4542107.84
